conversion_id,user_id,conversion_date,conversion_channel,previous_experiment_group,trial_started
1d23dc2a-8def-46da-bf9b-a229229aa740,a77f8196-da67-45c8-a58c-d67ccf650a37,2025-07-02 09:46:17,in-app,treatment,0
f59722df-6cfa-436f-b5f1-4ac575ae7793,5119ffc3-a44a-406e-a912-4f79477266ce,2025-08-05 23:49:01,in-app,treatment,0
47ee6353-733a-4772-9fb2-3d68fb0addf6,e2e54871-0a38-411a-b5b8-16277aa37829,2025-07-30 15:26:11,email,control,0
604b87b9-993b-4cb6-8f81-352c69fbfdc5,fe8d98f3-3a46-42a2-8768-9353487010aa,2025-07-12 03:10:11,web,control,0
6e091cf7-f89f-491e-a9a0-7cc99c255724,d3d2580b-76f9-4dca-b294-c1c5490f3bb0,2025-07-24 06:09:15,in-app,control,0
dfc940f9-658b-436e-8adc-e6ed4341121d,a1c33a54-7349-496b-ba18-be14a19ae1ff,2025-06-07 08:50:20,in-app,treatment,1
c08d2135-6d9c-4380-ba56-917da72065a8,c9f6ebc5-392c-4191-a039-2337de438ebe,2025-06-09 20:06:05,in-app,treatment,0
068363bb-5c25-4f48-9255-c404750e27eb,c53afee5-c07b-49e7-8600-9d429c31bf04,2025-06-02 02:22:48,in-app,control,0
5857051b-5041-4f21-bdb1-8d17dd841eee,0bbf216f-147c-4c84-a874-241c04b77eb8,2025-08-15 13:14:42,in-app,control,1
e5ec2452-e372-41af-b42d-f683f9b7bcba,30da9c80-e1f4-429c-a9fd-2f08f4e352f2,2025-09-06 03:53:55,in-app,control,0
a6c6fa76-7473-410b-a242-190ae30e67a2,5dcba57f-b354-4a80-882e-1007e609397e,2025-06-25 14:21:18,email,treatment,0
8d32850a-050a-4d8b-9553-0d3a57227371,e2947bc2-8ac2-4609-ad5f-e7c4aa55f83f,2025-07-30 04:06:45,web,treatment,1
2c2e8c26-7ac6-418d-b6e0-b5c952c94259,c609b471-0246-41a3-8537-adb98e181cf0,2025-06-08 06:52:40,web,treatment,0
380d7a52-0270-4778-8b43-7b1f70cb6175,3a3dd574-6bc0-4783-b7a3-c45242a17063,2025-08-03 04:29:05,in-app,treatment,0
516ac621-c163-4a79-a461-42f6719ed9e2,cbdf273c-e69c-47d9-a883-7e1a54f1dd86,2025-09-25 14:07:58,email,treatment,1
5aa9c43a-37b1-4ecd-8e49-a21680a7041f,c9add949-b4e4-46b4-bddf-4ff0c56c5991,2025-06-18 12:16:55,in-app,treatment,0
db08f861-fa3f-4d68-abc3-ed505c5a69d6,2c804717-f114-4e22-aa35-ea59e41cf065,2025-07-05 22:14:09,in-app,control,0
4b605752-81a4-45f5-a8de-a303d8edc39c,7fd5dc2e-62b3-4f6b-8e65-f8a4fa9ef80d,2025-08-06 12:32:02,in-app,control,0
0db8b376-da30-4cea-bd54-83d695c77542,75edbf77-26af-47c9-89cf-f2114354ceed,2025-09-07 00:32:54,email,control,1
1fe22f14-9fa1-4973-b4b9-446a1d9b66bf,acc5b293-5e02-41dc-a09f-2a7ab7679566,2025-06-16 01:34:09,in-app,treatment,0
4f60dfdf-9736-411f-9f05-331378aa694d,025ef1f9-73f6-4c37-812e-cfcf760ed927,2025-06-10 12:57:09,in-app,treatment,0
86f125d8-355e-4da7-83ea-3cf60eeb25f0,79287f3d-0ad1-47e6-8c57-f7c242f2b69c,2025-08-31 10:02:10,email,control,1
8b5f96b7-cd15-406b-a363-4cb07aa54d6d,b84fb4b8-5b1c-453b-96f4-9b62a574f70d,2025-06-11 15:35:44,web,control,0
b3bca151-ceb7-4f3a-b044-bed53f5eef96,34742bd3-afc8-4c2f-9f74-48c9ba142b9d,2025-08-18 20:04:46,web,control,1
6ed48311-6c9d-494c-b6c2-44297dd0ec26,5dcd821d-1af4-48f3-b943-db4e5e18c289,2025-06-26 12:08:42,in-app,control,0
c4ec5af5-0b2d-42d4-9c3d-75859c268380,cc05cd78-7ae6-4f4e-8699-2c993ee689bc,2025-08-27 14:03:47,in-app,control,1
359aabaf-1f1f-4e87-b472-b96c1e05cfe4,ac3f99f9-d40a-413d-a333-36ffb1066ef6,2025-08-03 11:13:32,in-app,treatment,0
edcba7e4-f733-4163-9270-c7db5f8c45c6,d64c1236-26e0-403d-b688-0ffd558315a1,2025-07-07 06:37:03,in-app,control,1
ab436abf-ad47-4825-b98e-ca1e889af732,b86cd4c3-87b9-4385-830c-894c30452104,2025-07-24 21:28:51,email,control,0
81c598cd-8a08-4276-9f08-6c45ae7937d9,585c5c4d-7315-4cc8-9131-57e6044bd03b,2025-07-19 23:50:30,email,control,1
38f9a62e-5069-4cff-a0f2-8a16364b1cbd,5a99113e-1e6e-414b-aea1-c1286d15bd6c,2025-06-07 00:24:20,email,control,0
6c24589f-c928-4ea2-b3f7-ce40da767a38,5931eb97-012d-4835-b607-1566c214964d,2025-06-01 07:59:52,in-app,treatment,1
ade6c4e5-b633-4c30-aef9-0f46761f033a,00ac5819-8223-4569-b05a-ccf95c1c4deb,2025-09-03 13:04:24,email,treatment,0
a592d6de-712e-4b53-8bd6-db6c45f02b6c,244d9745-f828-485e-abc6-345b5fcae198,2025-09-19 07:24:20,email,control,0
bdd82df8-c628-460c-8946-e46e84c4257b,a5a37e81-dc3b-4543-bf6a-1b3664e8ae1f,2025-09-04 00:03:25,web,control,0
4cd14d37-49f2-4d4f-b05c-08498849ea28,231bbadc-afc9-466c-86d8-1fed5e015a57,2025-09-19 11:25:42,in-app,control,0
1f9d135d-e63d-4c20-987a-c005b6b27579,216c4104-5b83-4597-93b5-13054e53c560,2025-09-30 03:50:35,email,control,0
f0cc8f1d-1a57-4f76-a035-cec47a76660a,8575f14b-44a7-48dd-af8f-1e8d7576faa8,2025-06-20 19:33:33,in-app,control,0
5b704921-e4c6-4178-a3c8-4952ab85dd0e,623a09a8-c3b9-4b3a-bddb-a15dc6e8d015,2025-07-01 11:25:09,email,control,1
581e77c3-a20e-4d61-a1d7-e49ace99efd9,7ea91c79-1cb2-4d52-ac7d-32ae1ef158cf,2025-06-16 00:39:52,in-app,treatment,0
6db10bd9-b192-4c23-adf5-3e942a8ad472,7127eb4b-4412-437b-945d-9249142f21a0,2025-08-12 10:39:25,in-app,control,1
2b555c12-5171-4753-8c1c-21976748c620,6c780aeb-8c19-4be3-984d-fbec78e847fe,2025-07-10 00:01:00,web,treatment,1
105dc85a-3c81-44ed-832a-594df93a2871,f192c9f6-fc54-4c47-8583-b2dc260acbd2,2025-07-26 10:49:37,in-app,control,0
6dc4be7b-65a0-4221-ad72-d3801c1f5b59,b6c74645-885a-4d21-b293-729fc203a46d,2025-07-01 18:22:42,web,control,1
9642b3df-6441-4901-a845-395251b8a9d5,b38bd3f0-acc8-4ec6-84db-2d5410b09a50,2025-06-18 05:12:23,in-app,control,1
d440b8c8-7ac4-46c8-a685-de08bb7d0634,273279f1-ea6c-491b-8c5d-a4d9a2d22fe8,2025-08-04 15:01:12,web,control,0
e07f5675-bd87-4284-bbc6-2e7b1a9e4cab,352e2c30-5388-4d18-ad9a-473bf953e616,2025-06-15 19:58:39,email,treatment,1
3c79239d-f044-498a-8ca9-054b4b653ede,258d354c-2b69-40e4-9142-c0d6a0777e55,2025-09-23 01:14:54,in-app,control,0
d3439866-863a-4bc4-b2af-278a33442370,8bae1eb5-2af0-4b6e-ae11-c742103cf97e,2025-09-29 22:11:04,email,control,1
2f2d1ce4-fb0a-49fd-82fe-fee9042f9a95,1496349e-4960-4f94-be7f-f8e0f63f61ad,2025-08-22 01:46:08,in-app,control,0
97bd0faf-527f-4767-9ebd-2f65a6108cf4,9924e66c-5bd7-4ce6-8e42-2ec27cfd0683,2025-07-06 19:48:02,in-app,treatment,0
2a1a4758-5a0f-44da-a0da-23b202189436,68a219cd-fce3-4f4a-8de9-8f7287d6e874,2025-07-25 23:54:16,email,control,0
75dd2f17-ce73-4568-84ca-9fbe5c4fe41e,ad0c346e-2d78-420a-bb8c-837070be1bc1,2025-07-28 14:05:54,in-app,control,0
1236b27b-38a6-471b-9582-f2cf1ffcdffe,b2bdb8d9-b8e1-4f31-bcfe-640ac623a3e9,2025-08-18 09:38:47,web,treatment,1
40a9f2b9-c7d6-4aae-a531-68a07212e4c0,31b371d6-ac2a-4116-82e5-53e0b8563604,2025-06-28 08:33:11,in-app,control,0
9c1da1eb-562f-4762-a713-d2ecd50bc6ee,028468c6-820c-4570-94ff-9a625e6f673e,2025-08-15 20:38:33,email,treatment,1
eac04929-8107-4bf5-b4ba-0ed569503dbf,0b469c6c-43c1-4cae-95c8-cc394e6c45a9,2025-06-28 11:06:01,in-app,treatment,0
805f9214-63e9-4a8c-be3c-b720751cae52,b95e6322-3c56-4d31-b073-0be4435533b7,2025-09-05 23:20:19,web,control,0
b626a7d2-c28f-45a5-8dee-416b9cfba254,aa187472-6f0d-4395-b677-5bbb6c76dc46,2025-09-02 11:21:07,email,treatment,0
b347eb00-4fe7-4d5d-a595-d4e2ecf059ff,3a55daef-86cf-45e3-b253-5ac47c981bf4,2025-09-30 18:02:32,web,control,1
4c87ccae-2607-4b59-bbec-ea34932b4fac,afd7f218-6674-42be-85e3-857742f18d83,2025-07-24 00:39:59,in-app,treatment,0
3b53a295-db11-4bac-8ea4-cbeedf04eda3,04889b1f-1505-423b-a757-1562b9ecd229,2025-09-16 19:07:12,email,control,1
a5f2f025-b31d-4507-9bd9-8f2460b36dc4,2d76d7f5-d378-4fb9-8751-0bbd34729a0b,2025-07-25 11:24:01,email,treatment,0
1f20ce05-c5f6-474a-a716-7c59004f360b,1cf70a77-3eca-48fb-ba7e-e43fbadbd8a6,2025-07-18 19:25:18,in-app,control,1
e674afba-2302-4a72-9327-a4f0fbf9226e,de1dfdc9-9877-4c03-9a40-b9a9fdc6152b,2025-08-07 21:13:47,web,treatment,0
f36ce010-3880-468f-94a3-0a7d926682a6,3e4b1ab0-0067-41e0-8505-df65bbae20e3,2025-06-01 02:11:36,in-app,control,0
b2709742-121a-4357-9878-e549c7e18562,b1e9ef6e-4c40-4753-ab8a-6326095e2eec,2025-09-26 06:00:36,in-app,control,0
a27f9ae7-12b9-470f-9fc0-6d422bb9c035,0fe42980-50d8-4f0f-b678-ca35fbb7de74,2025-06-23 17:35:56,in-app,treatment,0
d29266ea-12f2-4b21-8aa2-ebab4bbc5d47,3cf52bab-57e0-4283-a77c-ca748c44a735,2025-07-04 21:21:24,in-app,control,0
ec03cf29-f419-444b-af01-500d913ad773,0bdb178b-5a54-42f9-b5b3-6a9a2e8bdf46,2025-08-22 12:30:14,in-app,control,0
7d7284b0-4425-4099-95dc-c92631b6d459,70f9ac28-73f6-43f4-9019-d63fdd81f540,2025-06-20 19:43:57,email,treatment,0
2e541110-ef7c-4105-98bc-cb20e0aaaa9a,919821e4-c21e-455f-ad7c-876a6588831c,2025-06-13 04:32:21,email,control,0
513507fd-ae41-4f2b-954a-20ef3b23577c,943792e0-89f3-4969-9d5a-905d6e8a5d07,2025-06-18 00:37:33,in-app,treatment,0
2947159e-4d22-47f3-98a3-af17e94c37fc,c697dd60-3880-4271-899f-9c483d63f573,2025-06-03 22:33:59,email,control,1
6c1baa56-0f71-4365-8a4e-0de9a2e16246,c88344df-473b-4eb9-93a9-62c6e3cd85d3,2025-09-15 15:47:07,email,control,1
6c620ff3-514e-4ad3-90a1-836624b78d73,f8ceb2e2-e50c-4b23-9535-4f5e3311b8d2,2025-08-23 19:54:53,email,control,0
a7d5b9d7-7214-4376-aa50-f5f069d35a14,76de1f56-0040-4c9c-bb1d-d205cdc35f61,2025-09-10 03:41:37,email,treatment,1
7625933e-ffae-4f8f-9c8e-81405bab13f3,bdcc4074-29c6-4ba2-93b8-0b3317120ef3,2025-06-06 14:39:52,in-app,control,0
0331e824-8817-4fdb-9f5f-e842fbb4cca7,b8ebea3b-2a3b-4c5b-a5ba-4ac917906130,2025-08-21 01:53:21,email,treatment,0
eede3658-ee6d-4269-8475-77e4a0b09981,b4bd16d4-44b4-4f08-9b6e-ba9d38e8178b,2025-08-29 00:48:23,web,control,0
08967928-503e-4515-986a-637b629e9159,d940cb14-6d44-409a-a1b9-fdde5f74e054,2025-09-23 17:40:21,in-app,control,0
8df31b73-d9ac-4ac5-8238-fadf2c688979,cc28a2f3-48bc-4140-94c4-d015136d4351,2025-07-12 18:48:55,web,control,0
74726e5b-8729-45c7-948c-da68fbe52d33,9b3d717b-3528-4466-9bd7-b30cd4b311ea,2025-07-05 16:27:25,in-app,control,0
d3faec41-3cca-4148-96cc-8a3dd8c1800a,d2a3b094-3657-4954-9acd-9314b1942af0,2025-09-11 12:12:31,in-app,control,1
b3d8cbe0-a797-471c-952a-fd13d6ec2e9c,b3a575f9-5adc-416d-bec2-c5077a588a19,2025-09-23 09:12:29,in-app,treatment,0
5479ecb4-d125-42a1-8685-c81a4d9681b2,b72d6cff-9ca1-4db0-8827-b530d1638a33,2025-06-13 15:25:53,in-app,treatment,1
48c1fc31-b4a6-4904-baac-7ff68df8a157,a3145f4a-662e-4d77-b326-b95b120e44f8,2025-07-09 18:23:05,in-app,control,1
aae24f3a-23da-4d74-b799-f68cfcd82386,064d5872-8073-4fc9-9e5f-231d7b4aafcb,2025-08-15 15:01:15,in-app,treatment,0
973d5a02-7f20-4383-94fa-b7a18ace4cf1,dcecc593-99af-4c54-b6ee-59d9f7736438,2025-09-18 03:24:20,in-app,control,0
b096dbd9-219a-402c-b237-d523bce53706,42491be2-8961-4c4e-ac90-4736e1c66e89,2025-07-08 21:58:34,in-app,treatment,0
f3f0725a-cc4f-4b41-b52c-6a0fa8783d37,225f3a9a-4334-4473-b2eb-d728456f6ce1,2025-06-07 09:21:39,email,control,0
e7822385-89b6-444c-aac1-f979702ac7e6,4f65008b-def1-4f25-a244-f352bedf0495,2025-08-13 19:16:44,in-app,control,0
def02639-b389-4ee8-b7e8-b22c1219b7e8,b8a94621-1b6f-4fb6-ba3e-7753aca31ac8,2025-06-01 16:49:20,email,treatment,0
a5d8f360-bb70-45f4-aea3-3aca7ee6e3f7,c7f75e89-b7b5-4864-a727-abf61ecb990a,2025-07-13 13:47:29,email,control,0
d3a4f424-5fc4-475f-8fb9-bcb31bbfa1c1,9700e469-f70c-4757-a677-16bf9ef3356c,2025-08-24 07:38:57,in-app,control,0
a0b39b70-9e11-4e13-a4b1-eb1133472375,67e674c0-8718-49a6-965a-71c16e3b25c8,2025-07-26 22:23:52,in-app,treatment,1
5d967186-513b-457c-b750-940bfee67b17,98fa0ccf-c302-4bbf-869e-5b445b0aeb42,2025-09-17 01:39:06,web,control,1
dff2af7d-702a-44dd-b92e-76ff34bfed14,a51cd64b-671d-44e6-a623-a886dd5c6843,2025-07-14 10:12:58,in-app,treatment,0
d8589710-4e26-49b7-b9b3-51ecb685f44f,e44d33ff-3b11-4943-bd9a-7fd55a07534c,2025-08-20 06:48:00,in-app,control,0
e3c6f970-a16e-419c-b5d5-ff0dc383b91d,2c2a28e7-1c46-427c-b19c-3366626814d7,2025-08-19 19:56:45,in-app,treatment,0
27785ef6-06dd-4f26-934f-df19da41da6a,67cf9647-5184-4cc0-8177-211228bdaba4,2025-09-14 00:36:47,web,control,0
edd90df7-8092-4136-8640-c2d990335864,15b576bc-f53a-480b-96c9-587659c73762,2025-08-08 06:34:50,in-app,control,0
ae2a55b7-2a21-43e7-9474-33241a3ed981,8c0ff0c7-6a72-4cb9-9646-0cb8d7ce55bb,2025-08-18 01:45:10,in-app,treatment,0
a092b525-2b65-4f49-98bf-1a66cb4aeead,03843acf-7531-4697-8ef0-79dd6a3e8924,2025-06-30 20:53:58,in-app,control,0
2d84ea3d-0597-4b6d-a923-d6308316e9eb,57f6d161-aa0f-4e5a-af1e-6ad74f7724a3,2025-06-27 12:57:47,in-app,treatment,0
b9ef5662-02f5-42b6-8524-34e23cc5218c,4d2764ff-6ab3-48bc-9a91-dacd1737432b,2025-06-09 06:01:56,in-app,treatment,0
bb44c627-233b-4ace-8672-2d5ffd5060c7,d62d2ec7-7a6e-4d7b-893d-47342b28a8d8,2025-09-06 09:50:42,web,control,0
4298eabf-a6d1-44ca-9167-13131acbd595,ae9b5bcc-7a80-4298-89b2-1fc419c3eb9f,2025-07-02 06:04:01,in-app,control,0
95566c52-fa06-4f97-98c8-bd273b07f3b7,019f8907-2e25-406c-9fd4-9b0c658eb909,2025-06-07 11:17:25,in-app,treatment,0
f1884ddb-c7ad-491c-b821-171452acb439,7a209e3e-5fa5-42de-a4c2-3e9843350d8f,2025-09-24 00:47:36,email,treatment,1
e80681bf-60f8-4de9-85fd-c5e4ff9f1104,b5716707-75e0-4c41-9a46-83b9cc824878,2025-09-17 06:51:58,email,treatment,1
e5f5e8c3-84c4-4066-8d02-20ee0e477df6,8a79dc64-80c2-4b1b-89dc-64b3c2579665,2025-08-07 04:57:47,email,treatment,1
43f18bae-bad8-4a16-b617-889b4248a6ab,31ba47fb-15c0-42d9-a143-5ba57a7e614e,2025-08-07 21:13:03,in-app,treatment,0
6d484b31-e08f-4f93-945e-5f78ea1ce43d,55fc5aec-f505-4213-b90c-37808f7c4fd5,2025-08-28 05:23:35,email,control,1
a5175f16-b083-4810-b7ee-574fde6ec747,ad769aac-565c-4f91-ad52-c6255b443676,2025-09-20 07:11:43,email,treatment,1
556ebef0-7dd7-45b4-beb0-613b887ad756,b8141b95-9391-4a30-8bbb-bb22b20a6a11,2025-07-26 18:14:42,in-app,treatment,0
21ac9766-15fc-47fc-88c2-cb91db1d4e59,38de2965-1d12-4e57-bd65-191bf480f8d0,2025-08-23 04:35:50,email,control,0
a6424cde-4621-4871-b215-1e5b60caa3ca,93fb4b9c-81dc-44e2-b012-e435fcdc1970,2025-09-07 00:25:18,in-app,treatment,0
71d3cdbd-53b6-40b7-a3f9-7992770be279,580b9fda-7fd6-464c-8bf4-375981f61c1b,2025-09-19 23:00:22,in-app,treatment,0
c5ab4e49-36bf-4091-afcd-87b69bfbedab,5cfccf16-e5d3-40a5-9531-c93a546ad5e0,2025-09-18 13:29:14,in-app,control,1
146250c8-acd5-4d14-9c52-9c546fe3b0fb,1cdb1a1e-7de1-49ec-b6db-ea48a4d06131,2025-08-21 23:04:47,in-app,control,1
049f5ea7-adbb-4aeb-93b6-cef28e14c056,a8088071-48e5-45ed-bed8-da3111525edb,2025-06-01 08:32:33,web,control,0
22971475-62e5-4daa-b37e-af41ec7de0ab,e537a539-8b94-4b71-ae7f-f21229a9a5d3,2025-07-20 11:32:32,in-app,control,0
d957f0a7-6487-4090-a8b9-cbe112f291c7,8b1752eb-1656-4412-9ebe-b91277cde2e2,2025-08-09 01:16:00,in-app,control,0
8f26fa5a-a524-48d9-8b28-818bea78f63f,83300fac-dc0c-4ca3-a796-bfa553852b51,2025-08-21 00:19:50,in-app,control,0
bd31c671-6675-4024-b1d6-926a2461da9a,596de63a-95db-4dc2-98be-9b125400453c,2025-08-25 05:48:22,in-app,control,1
abe3fca1-5f50-46f3-80fb-067931902f02,fc08215b-0672-4f8e-951d-1c533e897255,2025-07-07 04:37:25,in-app,treatment,0
cbb42f57-f5ca-432a-bcad-d8d1e3fdaefa,e89a1b50-9430-49ed-969d-6141a546e6c7,2025-07-07 07:12:29,web,control,0
1435384e-c76f-43fc-a7f5-8b2d82a5b7e4,62f5f4c0-9d88-4bf8-8e12-5e3a169da428,2025-09-27 16:44:58,web,control,0
10d27fa7-97ac-4457-a7c9-5914ef3888a6,3eb27f20-c485-4de9-a74f-35fc8e73257f,2025-06-28 17:57:41,in-app,treatment,0
cf693686-a42c-4537-884a-fab1572a95fb,6571ad65-55b1-4ef7-89c5-e753fe246a38,2025-07-29 17:40:30,in-app,treatment,0
ed4d06b5-83ff-457b-996d-08799eae9bf4,581895a6-369e-457f-888d-441ae8a33dd7,2025-09-26 17:59:10,web,treatment,1
ac0397ac-ca80-4062-9d37-3313e0463f6f,9cf2fbb0-5a86-40ef-bd6a-ff0e88b6fd67,2025-09-05 10:15:05,in-app,treatment,0
4a5531cc-3964-4948-a613-22c61d6d2a73,76b66377-67ee-464c-9808-eb78141f8bda,2025-09-06 10:57:25,web,treatment,0
d4792163-f8a4-43c1-a12a-0e319fbaf895,7b66c8b6-b1af-4e9c-913f-4bb4bad10b78,2025-09-27 19:33:24,in-app,treatment,0
fbb43092-ab3a-4401-a50e-6bfd5e12eb52,7cbf9f94-18b4-4b0c-9b34-c89fe710d7ad,2025-09-23 18:54:43,in-app,control,0
6e39546a-58e6-49aa-a38f-d3da95cbbccf,a7a97fa9-7cdd-40d1-97ca-10666f51499a,2025-08-09 14:11:34,email,control,1
a5906400-7abd-471a-9c6a-2a35d338c7d1,992c9488-4ba7-4f2b-8e2c-bcda4b2c09b2,2025-07-06 09:07:30,email,treatment,0
65ef7a98-9fd5-4aa6-bb2b-56a77256aebf,1bd0dae7-6275-4767-8b95-0fe27e42f57a,2025-07-27 23:00:57,in-app,treatment,0
19e15a22-c566-4908-b4f2-e0ac4a1f6470,ddd61e3f-64a1-4171-9ddc-5f35db7cf72c,2025-09-08 16:46:24,in-app,control,0
7df81d0d-10a7-40f2-be21-9096b07c02aa,18bec264-bcf1-4d06-836d-2654478a5d5d,2025-06-02 04:43:47,in-app,treatment,0
ab32b9f3-6270-4b28-bda1-c8e3e90a6556,cd02099c-70cb-41b4-b778-98b6d291ce01,2025-06-11 08:25:12,in-app,control,1
05b32ea7-8662-4314-bf99-de0029b1f07f,a6f2f25a-9230-4ede-96a2-a70034a2a533,2025-06-24 18:27:53,email,treatment,1
99a629c8-ffcb-4a72-9887-1d8cf6013048,d8a50f2b-3765-4c77-ba47-55d4d4ddf674,2025-09-30 16:05:28,email,treatment,0
b24ff76d-2142-4c1b-91d4-b5e4ade07d07,ff151a80-6827-4a95-a74a-4b19fca5c343,2025-06-15 00:55:15,email,treatment,0
51e6350e-4c87-4aa9-a58e-7663a91e17d8,d5c325a2-449a-464a-9c2a-cc3fe9d82c82,2025-08-06 03:18:54,email,control,0
19bc51e7-6db2-43c3-8d47-beaf2a768256,92d9a35c-b1f8-457e-9e62-418cd9a770be,2025-06-25 01:10:05,in-app,treatment,0
1aff520f-7040-4ffa-bf59-4115713661ec,04d1ecc7-141a-4969-a5d2-faf539d94140,2025-09-17 12:09:03,in-app,treatment,0
b91d744e-020a-4342-a558-6d8c40445b1e,9c49c10e-31ef-4e38-bac9-e490f241e50f,2025-06-03 21:48:15,in-app,control,0
47c32a2d-00b4-42c5-9630-0c6ca8704306,705666ba-ac9d-478b-b720-8447296470ae,2025-07-04 12:48:01,web,treatment,0
facc26bc-e225-4e44-bea5-f3d505a5fabf,bf06b272-9d95-4f28-8f66-dc06619dbb2f,2025-07-11 05:38:53,in-app,treatment,0
b7bcde69-cdbd-4ae8-9792-31d4d6f59016,3d537752-6414-498b-acea-365215c79b9b,2025-08-17 13:52:13,in-app,treatment,0
04888bd7-d53d-40b1-9cc1-0a70858ca846,cd1a62fa-9656-4989-83f3-935ea357962e,2025-08-15 17:28:42,in-app,control,0
d14b68e2-07ea-43b1-b7b2-dfacd8c285ab,70d4d14a-8a09-49b4-b2c9-139122aff710,2025-06-21 18:52:16,email,treatment,0
80d63409-0c60-4395-9a84-f840cf9e18c6,5f8e002d-16de-4c99-bffd-7117769c2010,2025-07-31 22:59:09,email,control,1
646c825d-51e8-42fc-bad9-ea18bb0085e1,6c204fd5-3009-4107-86f3-cf319b1a9ad4,2025-07-22 05:55:25,in-app,control,1
8ed32f22-73dc-4972-8f42-9961c56773b0,6abed312-025f-4e00-add4-8247c9402742,2025-06-09 02:09:25,in-app,treatment,0
3445a0d8-2db8-4e5f-ab3a-d752d55dcc4b,65430aac-6c5f-465e-af64-a7a79bed1150,2025-06-11 12:07:48,web,treatment,0
db0555f9-6b35-4252-9fbb-52f32988dd18,eb27380e-8c49-4da9-a58f-55a7a2225db3,2025-09-04 01:21:23,in-app,control,0
80cf208c-de44-44f5-a179-f2f4dae1890e,46c61129-5c06-4484-8af0-e7dc7a4d6f3d,2025-08-18 09:53:57,web,control,1
ce17fea5-a9f7-40ed-8592-dcf9f84b8121,db3b5a93-ebb9-4a79-8311-f26af0ca1d52,2025-06-11 08:36:35,in-app,control,0
2ae17a6c-9a39-4aaf-b3a7-903fa38c7f00,acbae295-6fbf-4fa0-9c2a-be17348467d8,2025-06-21 00:42:50,in-app,treatment,0
a339c438-5c05-4850-a25d-bf82ba53d80d,bb33cb9d-4c8a-48fd-8d83-e01757740353,2025-07-08 22:55:47,in-app,treatment,0
c124ba85-9430-4e9b-b72d-a529e16d2c14,fb262a10-22a4-4a41-9a24-3f4ea484624e,2025-06-23 17:51:42,email,control,0
ac7c25b5-946d-4582-8868-ae119dc91851,9c7fb7a8-9d60-4e9f-bcf0-3d381e82995a,2025-06-29 20:44:22,in-app,treatment,1
ad64b8b9-856b-4e59-bb89-73ff82bbd5cb,d11c2d7e-5d3f-4d72-b501-e35e5d4f6f0d,2025-07-28 17:40:03,in-app,treatment,1
b272acc1-5d98-4778-b490-f62984cb1940,9a401f3d-9227-4ca9-839b-6d9b73ac0341,2025-09-05 10:52:08,in-app,treatment,1
adadeeea-a206-4893-bfb7-1a42e4c2623b,f562edd2-c8c7-47c6-8d76-aeba7091f046,2025-09-23 10:10:31,web,control,1
cda1dc79-b5dc-48ca-81f2-62b8d05febc3,e98c699a-e709-45ba-b670-73495342902d,2025-08-28 12:16:06,in-app,control,0
8b959cd7-d232-4a24-b9a4-037b4eb1c327,5410c677-dcb0-4966-ad91-94738bfdf940,2025-08-12 08:21:26,in-app,treatment,0
fc2f4f3d-0faa-4ed5-ab6e-911fd52c82f8,261cd7f6-d6d0-42e6-8766-48546a93974c,2025-07-12 04:00:25,web,treatment,1
851d14f3-0fb0-4c69-a8de-9b2bd5031fa4,21902fe3-7adf-43ed-bd7d-b21ac78fa83b,2025-09-14 21:44:06,email,treatment,0
16ed0a49-f71f-479c-a2a9-0461ef9d6828,d1cf47ac-14f8-4f12-b398-13957c74eb4d,2025-07-12 20:20:54,email,treatment,0
7c7140f2-a511-4b9a-836d-276c7587c088,0da7306e-de7b-457a-ba0a-4e050ea57790,2025-09-04 18:05:12,email,control,0
88732a31-86e2-4ec1-86a4-5c4ff80a11c0,790192b9-e7c7-4737-9153-6f06d6e4c847,2025-08-04 22:19:29,web,treatment,1
8fa4cb34-2156-46a1-9800-282665bdbd10,4252337b-52fd-4cf8-9d77-756477b4db7d,2025-09-13 13:15:47,in-app,treatment,1
a169d147-5b84-429d-a99e-faaf12b023a3,dbb66a11-a223-44ec-8d95-b561d37e162e,2025-07-01 01:23:46,in-app,control,0
904026a8-653d-4f99-8356-62cda79a2c02,e0a344e7-269d-41fa-aac6-6f94835fa536,2025-09-22 00:30:00,in-app,treatment,0
9eb69944-7dd8-4b26-ad7c-4d81c3d5708c,95b8c5f2-32af-426a-aaa1-62f1e3f6caa3,2025-09-03 09:01:48,email,treatment,0
cec21322-3c1e-491b-99f1-c2bed6bd1678,fb32c571-178e-4cc7-b460-d69aee8beb21,2025-08-20 21:56:14,web,treatment,0
045eb746-6eac-4ce1-9d40-a8bb733d4b94,673b423f-5851-435d-8bbd-f7616c5d7e2a,2025-06-03 02:51:40,email,treatment,0
8def44bf-0e43-4e94-b552-41abdfadf340,cbdef180-3934-4748-ad4e-b408fa75d5d7,2025-06-30 03:34:10,email,treatment,0
c31b95bc-7fe5-44b8-b665-aa8848b55a77,5a26f3bd-dcfa-48f8-8332-b07d54404934,2025-07-05 04:24:42,email,control,1
2d6d1e04-fd3e-426d-bea6-9e888d2a7f04,43c34715-7145-43e5-8e70-7d3e614335f4,2025-09-26 10:26:25,email,control,0
2b7c8789-1291-4f56-bb2d-decce72028ec,76aa35a2-dc4c-4ccb-a501-27bb080310ce,2025-07-26 23:17:15,email,treatment,1
